"조회일자","지역(시)","지역(군)","평균 기온(°C)","최고 기온(°C)","최저 기온(°C)","전년 기온(°C)","평년 기온(°C)","평년 최고 기온(°C)","평년 최저 기온(°C)","평균 강수량(mm)","전년 강수량(mm)","평년 강수량(mm)","평균 일조시간(hr)","전년 일조시간(hr)","평년 일조시간(hr)","평균 일사량(MJ/㎡)","전년 일사량(MJ/㎡)","평년 일사량(MJ/㎡)","평균 습도(%)","전년 습도(%)","평년 습도(%)","평균 운량(1/10)","전년 운량(1/10)","평년 운량(1/10)","평균 적설량(cm)","전년 적설량(cm)","평년 적설량(cm)","평균 순간최대풍속(m/s)","전년 순간최대풍속(m/s)","평년 순간최대풍속(m/s)"
"20241224","전라남도","여수시","5.2","10.3","2.7","1.8","4.7","8.5","1.5","0.0","0.3","0.5","9.0","5.6","6.6","12.33","9.22","0.0","47.0","63.4","55.4","1.6","5.1","3.0","0.0","0.2","0.0","18.0","15.1","4.8"
"20241223","전라남도","영광군","3.4","8.8","-3.8","-4.9","1.8","6.7","-2.7","0.0","0.0","1.6","8.2","7.7","4.2","10.71","4.34","0.0","62.6","77.9","74.6","7.6","7.3","0.0","0.0","0.0","0.0","8.3","2.9","2.3"
"20241223","전라남도","강진군","3.6","9.6","-2.6","-1.8","3.1","8.5","-1.8","0.0","0.0","1.2","6.9","7.7","4.8","11.0","11.65","0.0","66.5","77.5","71.4","2.4","6.1","0.0","0.0","0.0","0.0","9.5","5.2","2.5"
"20241223","전라남도","장흥군","1.8","9.0","-4.6","-2.1","2.5","8.8","-3.0","0.0","0.0","0.8","8.2","8.1","5.1","0.0","0.0","0.0","71.0","73.5","70.3","2.3","5.9","0.0","0.0","0.0","0.0","8.7","5.2","2.2"
"20241223","전라남도","목포시","3.7","7.9","-1.1","-1.9","4.0","8.3","0.6","0.0","0.0","1.0","7.3","6.9","4.8","11.13","10.09","0.0","68.8","70.3","71.9","4.4","7.9","5.0","0.0","15.7","0.0","11.7","6.6","4.0"
"20241223","전라남도","신안군","6.8","10.0","4.8","2.0","5.7","7.9","3.7","0.0","0.3","1.0","4.6","0.0","3.9","8.34","2.74","0.0","57.3","81.0","68.8","7.0","10.0","5.8","0.0","3.7","0.0","13.5","13.4","6.5"
"20241223","전라남도","해남군","1.5","9.6","-6.2","-1.0","2.9","8.8","-2.5","0.0","0.0","0.8","8.7","8.3","5.0","0.0","0.0","0.0","75.6","77.6","72.7","2.5","7.5","0.0","0.0","0.0","0.0","11.3","4.6","2.0"
"20241223","전라남도","고흥군","3.0","10.0","-5.4","-1.5","3.3","9.2","-2.0","0.0","0.0","0.9","7.6","7.7","5.5","11.78","0.0","0.0","63.3","73.3","66.6","1.9","5.9","0.0","0.0","0.0","0.0","10.5","5.3","1.9"
"20241223","전라남도","완도군","-99.0","10.0","-1.0","0.3","4.7","8.7","1.2","0.0","0.0","0.8","7.3","7.5","5.0","10.61","0.0","0.0","0.0","67.4","67.9","3.1","7.5","0.0","0.0","0.0","0.0","11.7","4.3","3.8"
"20241223","전라남도","여수시","4.2","8.4","-0.4","-0.4","5.0","8.8","1.8","0.0","0.0","0.8","8.7","7.9","6.5","12.05","10.74","0.0","49.9","53.0","56.5","1.1","5.6","3.2","0.0","0.0","0.0","18.9","12.0","4.8"
"20241222","전라남도","영광군","0.1","2.2","-2.5","-7.8","2.2","7.0","-2.1","0.0","3.1","1.7","0.6","7.6","4.0","3.75","1.17","0.0","62.1","78.4","75.4","5.5","5.9","0.0","0.0","0.0","0.0","11.4","4.6","2.3"
"20241222","전라남도","강진군","1.4","4.5","-1.8","-5.2","3.4","8.9","-1.4","0.0","1.0","1.3","7.5","7.9","4.7","11.67","8.84","0.0","60.6","77.4","72.8","3.1","2.1","0.0","0.0","0.0","0.0","13.1","9.5","2.4"
"20241222","전라남도","장흥군","1.1","4.1","-1.2","-5.4","2.7","9.0","-2.9","0.0","0.2","0.8","8.5","9.0","5.0","0.0","0.0","0.0","57.3","72.8","70.8","1.5","0.9","0.0","0.0","0.0","0.0","13.1","8.5","2.0"
"20241222","전라남도","목포시","1.7","3.2","-0.4","-5.6","4.1","8.4","0.8","0.0","3.0","1.0","2.6","8.4","4.7","7.68","12.16","0.0","64.9","82.3","72.2","6.5","5.3","5.0","0.0","22.2","0.0","16.9","10.5","3.7"
"20241222","전라남도","신안군","4.5","5.4","3.5","-0.1","5.8","8.1","3.9","0.0","0.3","1.0","0.0","1.8","3.8","2.12","5.37","0.0","60.8","80.3","69.8","9.5","8.8","5.7","0.0","5.4","0.0","22.9","20.3","6.3"
"20241222","전라남도","해남군","1.7","5.2","-2.5","-5.4","3.1","9.0","-2.4","0.0","2.4","0.8","8.0","9.4","5.0","0.0","0.0","0.0","60.9","79.3","73.1","5.0","3.8","0.0","0.0","0.0","0.0","13.6","7.9","1.9"
"20241222","전라남도","고흥군","0.7","5.8","-3.5","-3.8","3.5","9.4","-2.0","0.0","0.0","1.0","7.9","7.9","5.5","12.07","0.0","0.0","52.1","67.9","67.0","0.0","1.1","0.0","0.0","0.0","0.0","13.6","10.4","1.7"
"20241222","전라남도","완도군","2.2","5.3","-1.2","-3.1","4.9","8.9","1.4","0.0","0.5","0.8","7.6","8.2","5.0","10.55","0.0","0.0","59.8","72.6","68.3","3.5","2.3","0.0","0.0","0.0","0.0","16.4","8.7","3.5"
"20241222","전라남도","여수시","0.7","4.3","-2.3","-4.4","5.2","9.0","2.0","0.0","0.0","0.9","9.2","9.2","6.4","12.68","12.37","0.0","42.0","52.1","56.8","0.4","0.5","3.2","0.0","0.0","0.0","19.4","16.2","4.6"
"20241221","전라남도","영광군","3.1","6.0","1.2","-7.7","2.4","7.2","-2.1","0.4","9.2","1.3","1.7","0.3","4.0","4.67","0.63","0.0","63.5","85.4","74.9","9.4","8.8","0.0","0.0","0.0","0.0","13.5","5.1","2.3"
"20241221","전라남도","강진군","3.9","7.1","-0.2","-4.6","3.5","8.9","-1.5","0.1","1.9","1.3","3.0","4.1","4.5","6.95","7.08","0.0","67.1","83.3","73.0","8.0","5.1","0.0","0.0","0.0","0.0","14.5","10.6","2.3"
